Location,Count Date,Day,24 Hr. Total Vol.,location1
LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,03/07/2017 12:00:00 AM,Tue,2125,
LOMA ALTA DRIVE E/O CHANEY TRAIL,03/07/2017 12:00:00 AM,Tue,2136,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/07/2017 12:00:00 AM,Tue,2150,
FAIR OAKS AVENUE S/O LOMA ALTA DRIVE,03/07/2017 12:00:00 AM,Tue,2931,
FAIR OAKS AVENUE N/O MENDOCINO STREET,03/07/2017 12:00:00 AM,Tue,9378,
LOMA ALTA DRIVE W/O FAIR OAKS AVENUE,03/08/2017 12:00:00 AM,Wed,1976,
LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,03/08/2017 12:00:00 AM,Wed,2175,
LOMA ALTA DRIVE E/O CHANEY TRAIL,03/08/2017 12:00:00 AM,Wed,2247,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/08/2017 12:00:00 AM,Wed,2295,
FAIR OAKS AVENUE S/O LOMA ALTA DRIVE,03/08/2017 12:00:00 AM,Wed,3022,
FAIR OAKS AVENUE N/O MENDOCINO STREET,03/08/2017 12:00:00 AM,Wed,9068,
OAKWOOD STREET E/O SINALOA AVENUE,03/09/2017 12:00:00 AM,Thu,378,
LAS MARIAS AVENUE N/O ROJAS STREET,03/09/2017 12:00:00 AM,Thu,810,
LOMA ALTA DRIVE W/O FAIR OAKS AVENUE,03/09/2017 12:00:00 AM,Thu,1882,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/09/2017 12:00:00 AM,Thu,2001,
LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,03/09/2017 12:00:00 AM,Thu,2083,
LOMA ALTA DRIVE E/O CHANEY TRAIL,03/09/2017 12:00:00 AM,Thu,2142,
SANTA ROSA AVENUE N/O ALAMEDA STREET,03/09/2017 12:00:00 AM,Thu,2152,
FAIR OAKS AVENUE S/O LOMA ALTA DRIVE,03/09/2017 12:00:00 AM,Thu,3007,
FAIR OAKS AVENUE N/O MENDOCINO STREET,03/09/2017 12:00:00 AM,Thu,8905,
OAKWOOD STREET E/O SINALOA AVENUE,03/10/2017 12:00:00 AM,Fri,360,
LAS MARIAS AVENUE N/O ROJAS STREET,03/10/2017 12:00:00 AM,Fri,863,
LOMA ALTA DRIVE W/O FAIR OAKS AVENUE,03/10/2017 12:00:00 AM,Fri,2024,
LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,03/10/2017 12:00:00 AM,Fri,2183,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/10/2017 12:00:00 AM,Fri,2185,
SANTA ROSA AVENUE N/O ALAMEDA STREET,03/10/2017 12:00:00 AM,Fri,2200,
LOMA ALTA DRIVE E/O CHANEY TRAIL,03/10/2017 12:00:00 AM,Fri,2267,
FAIR OAKS AVENUE S/O LOMA ALTA DRIVE,03/10/2017 12:00:00 AM,Fri,3133,
FAIR OAKS AVENUE N/O MENDOCINO STREET,03/10/2017 12:00:00 AM,Fri,9127,
LAS MARIAS AVENUE N/O ROJAS STREET,03/11/2017 12:00:00 AM,Sat,280,
OAKWOOD STREET E/O SINALOA AVENUE,03/11/2017 12:00:00 AM,Sat,313,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/11/2017 12:00:00 AM,Sat,1140,
SANTA ROSA AVENUE N/O ALAMEDA STREET,03/11/2017 12:00:00 AM,Sat,1385,
LOMA ALTA DRIVE W/O FAIR OAKS AVENUE,03/11/2017 12:00:00 AM,Sat,1926,
LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,03/11/2017 12:00:00 AM,Sat,1988,
LOMA ALTA DRIVE E/O CHANEY TRAIL,03/11/2017 12:00:00 AM,Sat,2187,
FAIR OAKS AVENUE S/O LOMA ALTA DRIVE,03/11/2017 12:00:00 AM,Sat,3057,
FAIR OAKS AVENUE N/O MENDOCINO STREET,03/11/2017 12:00:00 AM,Sat,7939,
LAS MARIAS AVENUE N/O ROJAS STREET,03/12/2017 12:00:00 AM,Sun,261,
OAKWOOD STREET E/O SINALOA AVENUE,03/12/2017 12:00:00 AM,Sun,264,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/12/2017 12:00:00 AM,Sun,511,
SANTA ROSA AVENUE N/O ALAMEDA STREET,03/12/2017 12:00:00 AM,Sun,1196,
LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,03/12/2017 12:00:00 AM,Sun,1599,
LOMA ALTA DRIVE W/O FAIR OAKS AVENUE,03/12/2017 12:00:00 AM,Sun,1604,
LOMA ALTA DRIVE E/O CHANEY TRAIL,03/12/2017 12:00:00 AM,Sun,1825,
FAIR OAKS AVENUE S/O LOMA ALTA DRIVE,03/12/2017 12:00:00 AM,Sun,2611,
FAIR OAKS AVENUE N/O MENDOCINO STREET,03/12/2017 12:00:00 AM,Sun,7171,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/13/2017 12:00:00 AM,Mon,747,
AVENUE B W/O 90TH STREET WEST,03/14/2017 12:00:00 AM,Tue,35,
AVENUE J W/O 110TH STREET WEST,03/14/2017 12:00:00 AM,Tue,44,
PINE CANYON ROAD E/O MM 12.3,03/14/2017 12:00:00 AM,Tue,51,
PINE CANYON ROAD W/O MM 11.97,03/14/2017 12:00:00 AM,Tue,53,
PINE CANYON ROAD S/O THREE POINTS ROAD,03/14/2017 12:00:00 AM,Tue,256,
GEDDES STREET W/O VAN BUREN AVENUE,03/14/2017 12:00:00 AM,Tue,271,
PINE CANYON ROAD W/O LAKE HUGHES ROAD,03/14/2017 12:00:00 AM,Tue,598,
QUINCY STREET N/O CONCORD AVENUE,03/14/2017 12:00:00 AM,Tue,728,
AVENUE J E/O 110TH STREET WEST,03/14/2017 12:00:00 AM,Tue,861,
90TH STREET E/O NORMANDIE AVENUE,03/14/2017 12:00:00 AM,Tue,978,
LOU DILLON AVENUE S/O 81ST STREET,03/14/2017 12:00:00 AM,Tue,1039,
90TH STREET WEST S/O AVENUE B,03/14/2017 12:00:00 AM,Tue,1229,
90TH STREET WEST N/O AVENUE B,03/14/2017 12:00:00 AM,Tue,1240,
90TH STREET WEST N/O AVENUE C,03/14/2017 12:00:00 AM,Tue,1250,
110TH STREET WEST N/O AVENUE J,03/14/2017 12:00:00 AM,Tue,1382,
110TH STREET WEST S/O AVENUE J,03/14/2017 12:00:00 AM,Tue,1915,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/14/2017 12:00:00 AM,Tue,2377,
DOROTHY STREET E/O LINDA LANE,03/14/2017 12:00:00 AM,Tue,2583,
55TH STREET WEST N/O AVENUE L-4,03/14/2017 12:00:00 AM,Tue,2703,
55TH STREET WEST S/O AVENUE L-8,03/14/2017 12:00:00 AM,Tue,3848,
PICO CANYON ROAD E/O SOUTHERN OAKS DRIVE,03/14/2017 12:00:00 AM,Tue,4679,
MOUNT WILSON- RED BOX ROAD N/O MOUNT WILSON CIRCLE ROAD,03/15/2017 12:00:00 AM,Wed,178,
BIG PINES ROAD E/O BIG ROCK CREEK ROAD,03/15/2017 12:00:00 AM,Wed,190,
BIG PINES HIGHWAY S/O LARGO VISTA ROAD,03/15/2017 12:00:00 AM,Wed,338,
180TH STREET EAST N/O AVENUE O,03/15/2017 12:00:00 AM,Wed,399,
BIG PINES HIGHWAY W/O ANGELES CREST HIGHWAY,03/15/2017 12:00:00 AM,Wed,417,
BIG TUJUNGA CANYON ROAD W/O ANGELES FOREST HIGHWAY,03/15/2017 12:00:00 AM,Wed,803,
BIG TUJUNGA CANYON ROAD E/O VOGEL FLATS ROAD,03/15/2017 12:00:00 AM,Wed,1003,
MOUNT EMMA ROAD W/O FORT TEJON ROAD,03/15/2017 12:00:00 AM,Wed,1176,
AVENUE O E/O 180TH STREET EAST,03/15/2017 12:00:00 AM,Wed,1238,
BIG TUJUNGA CANYON ROAD W/O OTTIE ROAD,03/15/2017 12:00:00 AM,Wed,1279,
MOUNT EMMA ROAD E/O ANGELES FOREST HIGHWAY,03/15/2017 12:00:00 AM,Wed,1369,
MOUNT EMMA ROAD E/O CHESEBORO ROAD,03/15/2017 12:00:00 AM,Wed,1640,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/15/2017 12:00:00 AM,Wed,2270,
DOROTHY STREET E/O LINDA LANE,03/15/2017 12:00:00 AM,Wed,2730,
ANGELES FOREST HIGHWAY N/O MOUNT EMMA ROAD,03/15/2017 12:00:00 AM,Wed,3949,
ANGELES FOREST HIGHWAY N/O MOUNT EMMA ROAD,03/15/2017 12:00:00 AM,Wed,3949,
PALMDALE BOULEVARD E/O 95TH STREET EAST,03/15/2017 12:00:00 AM,Wed,9001,
TERESA AVENUE E/O VILLAGE DRIVE,03/16/2017 12:00:00 AM,Thu,239,
ORANGE BLOSSOM AVENUE S/O FEATHER AVENUE,03/16/2017 12:00:00 AM,Thu,320,
TERESA AVENUE E/O BAILEY AVENUE,03/16/2017 12:00:00 AM,Thu,495,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/16/2017 12:00:00 AM,Thu,2166,
HAMBLEDON AVENUE N/O SALAIS STREET,03/16/2017 12:00:00 AM,Thu,2786,
TERESA AVENUE E/O VILLAGE DRIVE,03/17/2017 12:00:00 AM,Fri,210,
ORANGE BLOSSOM AVENUE S/O FEATHER AVENUE,03/17/2017 12:00:00 AM,Fri,356,
TERESA AVENUE E/O BAILEY AVENUE,03/17/2017 12:00:00 AM,Fri,480,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/17/2017 12:00:00 AM,Fri,2240,
HAMBLEDON AVENUE N/O SALAIS STREET,03/17/2017 12:00:00 AM,Fri,3065,
TERESA AVENUE E/O VILLAGE DRIVE,03/18/2017 12:00:00 AM,Sat,195,
ORANGE BLOSSOM AVENUE S/O FEATHER AVENUE,03/18/2017 12:00:00 AM,Sat,341,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/18/2017 12:00:00 AM,Sat,367,
TERESA AVENUE E/O BAILEY AVENUE,03/18/2017 12:00:00 AM,Sat,554,
HAMBLEDON AVENUE N/O SALAIS STREET,03/18/2017 12:00:00 AM,Sat,2566,
TERESA AVENUE E/O VILLAGE DRIVE,03/19/2017 12:00:00 AM,Sun,165,
ORANGE BLOSSOM AVENUE S/O FEATHER AVENUE,03/19/2017 12:00:00 AM,Sun,328,
TERESA AVENUE E/O BAILEY AVENUE,03/19/2017 12:00:00 AM,Sun,439,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/19/2017 12:00:00 AM,Sun,441,
HAMBLEDON AVENUE N/O SALAIS STREET,03/19/2017 12:00:00 AM,Sun,2114,
WILTON PLACE N/O 106TH STREET,03/20/2017 12:00:00 AM,Mon,576,
112TH STREET E/O DENKER AVENUE,03/20/2017 12:00:00 AM,Mon,584,
106TH STREET W/O DENKER AVENUE,03/20/2017 12:00:00 AM,Mon,1426,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/20/2017 12:00:00 AM,Mon,1993,
DENKER AVENUE S/O 106TH STREET,03/20/2017 12:00:00 AM,Mon,3260,
111TH STREET E/O CONDON AVENUE,03/20/2017 12:00:00 AM,Mon,5392,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/21/2017 12:00:00 AM,Tue,3299,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/22/2017 12:00:00 AM,Wed,2066,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/23/2017 12:00:00 AM,Thu,2061,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/24/2017 12:00:00 AM,Fri,1711,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/25/2017 12:00:00 AM,Sat,305,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/26/2017 12:00:00 AM,Sun,327,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/27/2017 12:00:00 AM,Mon,430,
HOUSTON COURT S/O SIDANI LANE,03/28/2017 12:00:00 AM,Tue,283,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/28/2017 12:00:00 AM,Tue,498,
DOROTHY STREET E/O LINDA LANE,03/28/2017 12:00:00 AM,Tue,2403,
ANDRE STREET E/O PRIMROSE AVENUE,03/29/2017 12:00:00 AM,Wed,124,
HOUSTON COURT S/O SIDANI LANE,03/29/2017 12:00:00 AM,Wed,303,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/29/2017 12:00:00 AM,Wed,411,
ALMA AVENUE N/O CESAR E CHAVEZ AVENUE,03/29/2017 12:00:00 AM,Wed,850,
126TH STREET E/O WILMINGTON AVENUE,03/29/2017 12:00:00 AM,Wed,993,
126TH STREET E/O WILMINGTON AVENUE,03/29/2017 12:00:00 AM,Wed,994,
ALMA AVENUE S/O CESAR E CHAVEZ AVENUE,03/29/2017 12:00:00 AM,Wed,1020,
154TH STREET E/O STANFORD AVENUE (E),03/29/2017 12:00:00 AM,Wed,2150,
154TH STREET E/O STANFORD AVENUE (E),03/29/2017 12:00:00 AM,Wed,2151,
VISTA STREET S/O LOS OLIVOS DRIVE,03/29/2017 12:00:00 AM,Wed,2190,
VISTA STREET S/O LEROY STREET,03/29/2017 12:00:00 AM,Wed,2309,
DOROTHY STREET E/O LINDA LANE,03/29/2017 12:00:00 AM,Wed,2675,
CESAR E CHAVEZ AVENUE E/O ALMA AVENUE,03/29/2017 12:00:00 AM,Wed,23324,
MOUNT WILSON- RED BOX ROAD S/O ANGELES CREST HIGHWAY,03/30/2017 12:00:00 AM,Thu,204,
117TH STREET E/O LOU DILLON AVENUE,03/30/2017 12:00:00 AM,Thu,399,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/30/2017 12:00:00 AM,Thu,428,
117TH STREET E/O LOU DILLON AVENUE,03/30/2017 12:00:00 AM,Thu,1020,
90TH STREET WEST S/O AVENUE C,03/30/2017 12:00:00 AM,Thu,1186,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/31/2017 12:00:00 AM,Fri,416,
AVENIDA DEL CANADA S/O CALLE BARCELONA,03/31/2017 12:00:00 AM,Fri,1015,
COUNTRYWOOD AVENUE S/O BRETONWOOD LANE,03/31/2017 12:00:00 AM,Fri,1898,
PARK LAWN ROAD N/O COLIMA ROAD,03/31/2017 12:00:00 AM,Fri,2288,
COUNTRYWOOD AVENUE N/O ABBOTTS HALL LANE,03/31/2017 12:00:00 AM,Fri,2543,
CALLE BARCELONA E/O AVENIDA DEL CANADA,03/31/2017 12:00:00 AM,Fri,3500,
COUNTRYWOOD AVENUE N/O PEPPER BROOK WAY,03/31/2017 12:00:00 AM,Fri,5844,
BATSON AVENUE N/O VIDORA DRIVE,03/31/2017 12:00:00 AM,Fri,7410,
AVENIDA DEL CANADA S/O CALLE BARCELONA,04/01/2017 12:00:00 AM,Sat,1000,
PARK LAWN ROAD N/O COLIMA ROAD,04/01/2017 12:00:00 AM,Sat,1539,
COUNTRYWOOD AVENUE S/O BRETONWOOD LANE,04/01/2017 12:00:00 AM,Sat,1560,
COUNTRYWOOD AVENUE N/O ABBOTTS HALL LANE,04/01/2017 12:00:00 AM,Sat,2103,
CALLE BARCELONA E/O AVENIDA DEL CANADA,04/01/2017 12:00:00 AM,Sat,3313,
COUNTRYWOOD AVENUE N/O PEPPER BROOK WAY,04/01/2017 12:00:00 AM,Sat,4607,
BATSON AVENUE N/O VIDORA DRIVE,04/01/2017 12:00:00 AM,Sat,7039,
AVENIDA DEL CANADA S/O CALLE BARCELONA,04/02/2017 12:00:00 AM,Sun,902,
PARK LAWN ROAD N/O COLIMA ROAD,04/02/2017 12:00:00 AM,Sun,1271,
COUNTRYWOOD AVENUE S/O BRETONWOOD LANE,04/02/2017 12:00:00 AM,Sun,1297,
COUNTRYWOOD AVENUE N/O ABBOTTS HALL LANE,04/02/2017 12:00:00 AM,Sun,1734,
CALLE BARCELONA E/O AVENIDA DEL CANADA,04/02/2017 12:00:00 AM,Sun,2724,
COUNTRYWOOD AVENUE N/O PEPPER BROOK WAY,04/02/2017 12:00:00 AM,Sun,3818,
BATSON AVENUE N/O VIDORA DRIVE,04/02/2017 12:00:00 AM,Sun,6626,
GRETNA AVENUE N/O MINES BOULEVARD,04/03/2017 12:00:00 AM,Mon,1814,
MINES BOULEVARD W/O GRETNA AVENUE,04/03/2017 12:00:00 AM,Mon,10581,
HACIENDA ROAD N/O ESEVERRI LANE,04/03/2017 12:00:00 AM,Mon,18759,
121ST STREET W/O DENKER AVENUE,04/04/2017 12:00:00 AM,Tue,416,
121ST STREET W/O NORMANDIE AVENUE,04/04/2017 12:00:00 AM,Tue,486,
121ST STREET W/O HALLDALE AVENUE,04/04/2017 12:00:00 AM,Tue,496,
133RD STREET W/O SHOUP AVENUE,04/04/2017 12:00:00 AM,Tue,521,
121ST STREET W/O HARVARD BOULEVARD,04/04/2017 12:00:00 AM,Tue,556,
133RD STREET E/O SHOUP AVENUE,04/04/2017 12:00:00 AM,Tue,649,
CENTRAL AVENUE FRONTAGE ROAD N/O 131ST STREET,04/05/2017 12:00:00 AM,Wed,428,
TARRANT AVENUE S/O 157TH STREET,04/05/2017 12:00:00 AM,Wed,431,
MONA BOULEVARD N/O 132ND STREET,04/06/2017 12:00:00 AM,Thu,4107,
MONA BOULEVARD N/O 132ND STREET,04/06/2017 12:00:00 AM,Thu,4107,
MONA BOULEVARD N/O 132ND STREET,04/06/2017 12:00:00 AM,Thu,4107,
228TH STREET W/O MEYLER STREET,04/06/2017 12:00:00 AM,Thu,10169,
CENTRAL AVENUE S/O EL SEGUNDO BOULEVARD,04/06/2017 12:00:00 AM,Thu,28206,
CENTRAL AVENUE S/O EL SEGUNDO BOULEVARD,04/06/2017 12:00:00 AM,Thu,28206,
GLENDORA RIDGE ROAD E/O MM 6.2,04/11/2017 12:00:00 AM,Tue,80,
180TH STREET EAST N/O AVENUE O,04/11/2017 12:00:00 AM,Tue,419,
180TH STREET EAST S/O AVENUE O,04/11/2017 12:00:00 AM,Tue,531,
AVENUE O E/O 180TH STREET EAST,04/11/2017 12:00:00 AM,Tue,1342,
AVENUE O W/O 180TH STREET EAST,04/11/2017 12:00:00 AM,Tue,2133,
ANGELES FOREST HIGHWAY S/O MM 15.3,04/11/2017 12:00:00 AM,Tue,5674,
170TH STREET EAST N/O PARKVALLEY AVENUE,04/11/2017 12:00:00 AM,Tue,6600,
170TH STREET EAST N/O AVENUE P,04/11/2017 12:00:00 AM,Tue,6742,
CITY TERRACE DRIVE E/O CARMELITA AVENUE,04/12/2017 12:00:00 AM,Wed,12405,
CITY TERRACE DRIVE W/O HAZARD AVENUE (W),04/12/2017 12:00:00 AM,Wed,14727,
PINE CANYON ROAD W/O LAKE HUGHES ROAD,04/17/2017 12:00:00 AM,Mon,542,
BIG TUJUNGA CANYON ROAD W/O ANGELES FOREST HIGHWAY,04/17/2017 12:00:00 AM,Mon,1532,
AVENUE B E/O 90TH STREET WEST,04/18/2017 12:00:00 AM,Tue,13,
BIG PINES HIGHWAY W/O ANGELES CREST HIGHWAY,04/18/2017 12:00:00 AM,Tue,172,
124TH STREET W/O AVIATION BOULEVARD,04/18/2017 12:00:00 AM,Tue,567,
118TH STREET W/O AVIATION BOULEVARD,04/18/2017 12:00:00 AM,Tue,1496,
120TH STREET W/O AVIATION BOULEVARD,04/18/2017 12:00:00 AM,Tue,1983,
80TH STREET EAST N/O AVENUE U,04/19/2017 12:00:00 AM,Wed,354,
80TH STREET EAST N/O PEARBLOSSOM HIGHWAY,04/19/2017 12:00:00 AM,Wed,363,
80TH STREET EAST S/O AVENUE T,04/19/2017 12:00:00 AM,Wed,539,
AVENUE C W/O 90TH STREET WEST,04/20/2017 12:00:00 AM,Thu,3,
AVENUE C E/O 90TH STREET WEST,04/20/2017 12:00:00 AM,Thu,33,
RECORD AVENUE S/O CESAR E CHAVEZ AVENUE,04/20/2017 12:00:00 AM,Thu,1705,
BASETDALE AVENUE S/O PECKAM DRIVE,04/21/2017 12:00:00 AM,Fri,1394,
BASETDALE AVENUE N/O CARAWAY DRIVE,04/21/2017 12:00:00 AM,Fri,1613,
3RD AVENUE S/O PROCTOR AVENUE,04/21/2017 12:00:00 AM,Fri,2875,
BASETDALE AVENUE S/O PECKAM DRIVE,04/22/2017 12:00:00 AM,Sat,1254,
BASETDALE AVENUE N/O CARAWAY DRIVE,04/22/2017 12:00:00 AM,Sat,1445,
3RD AVENUE S/O PROCTOR AVENUE,04/22/2017 12:00:00 AM,Sat,2126,
BASETDALE AVENUE S/O PECKAM DRIVE,04/23/2017 12:00:00 AM,Sun,1007,
3RD AVENUE S/O PROCTOR AVENUE,04/23/2017 12:00:00 AM,Sun,1724,
68TH STREET E/O MIRAMONTE BOULEVARD,04/24/2017 12:00:00 AM,Mon,432,
58TH PLACE E/O CENTRAL AVENUE,04/24/2017 12:00:00 AM,Mon,1988,
PRINCE AVENUE N/O 87TH PLACE,04/25/2017 12:00:00 AM,Tue,625,
100TH STREET W/O ZAMORA AVENUE,04/25/2017 12:00:00 AM,Tue,652,
STOCKWELL STREET E/O OLEANDER AVENUE (E),04/25/2017 12:00:00 AM,Tue,4980,
105TH STREET E/O DENKER AVENUE,04/26/2017 12:00:00 AM,Wed,1487,
GEMBROOK AVENUE S/O PALM AVENUE,05/01/2017 12:00:00 AM,Mon,227,
LEANDER DRIVE W/O ALLENTON AVENUE,05/01/2017 12:00:00 AM,Mon,1628,
RICHVIEW DRIVE N/O PARKLAND DRIVE,05/01/2017 12:00:00 AM,Mon,1710,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,05/01/2017 12:00:00 AM,Mon,1838,
BEVERLY DRIVE W/O DEL LOMA AVENUE,05/02/2017 12:00:00 AM,Tue,529,
CHARLOTTE AVENUE S/O LAS TUNAS DRIVE,05/02/2017 12:00:00 AM,Tue,1564,
CHARLOTTE AVENUE S/O LIVE OAK STREET,05/02/2017 12:00:00 AM,Tue,1720,
DELTA AVENUE S/O ELSMORE DRIVE,05/02/2017 12:00:00 AM,Tue,1778,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,05/02/2017 12:00:00 AM,Tue,2186,
VISTA STREET N/O CALLITA STREET,05/02/2017 12:00:00 AM,Tue,2203,
5TH AVENUE S/O PROCTOR AVENUE,05/02/2017 12:00:00 AM,Tue,2309,
GREENWOOD AVENUE E/O ROSEMEAD BOULEVARD,05/03/2017 12:00:00 AM,Wed,604,
WESLEYGROVE AVENUE S/O EUCLID AVENUE,05/03/2017 12:00:00 AM,Wed,979,
BACKUS AVENUE N/O DEL MAR BOULEVARD,05/03/2017 12:00:00 AM,Wed,1368,
ARDENDALE AVENUE W/O ENCINITA AVENUE,05/03/2017 12:00:00 AM,Wed,1516,
CHARLOTTE AVENUE S/O LAS TUNAS DRIVE,05/03/2017 12:00:00 AM,Wed,1650,
CHARLOTTE AVENUE S/O LIVE OAK STREET,05/03/2017 12:00:00 AM,Wed,1732,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,05/03/2017 12:00:00 AM,Wed,2448,
MOUNTAIN AVENUE N/O EUCLID AVENUE,05/03/2017 12:00:00 AM,Wed,7907,
GREENWOOD AVENUE E/O ROSEMEAD BOULEVARD,05/04/2017 12:00:00 AM,Thu,570,
WESLEYGROVE AVENUE S/O EUCLID AVENUE,05/04/2017 12:00:00 AM,Thu,948,
BACKUS AVENUE N/O DEL MAR BOULEVARD,05/04/2017 12:00:00 AM,Thu,1417,
ARDENDALE AVENUE W/O ENCINITA AVENUE,05/04/2017 12:00:00 AM,Thu,1428,
CHARLOTTE AVENUE S/O LAS TUNAS DRIVE,05/04/2017 12:00:00 AM,Thu,1699,
CHARLOTTE AVENUE S/O LIVE OAK STREET,05/04/2017 12:00:00 AM,Thu,1759,
BELGREEN DRIVE E/O FAIRPLAIN AVENUE,05/04/2017 12:00:00 AM,Thu,2265,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,05/04/2017 12:00:00 AM,Thu,2326,
FAIRPLAIN AVENUE S/O BELGREEN DRIVE,05/04/2017 12:00:00 AM,Thu,2365,
CONCOURSE AVENUE S/O ALLSTON STREET,05/04/2017 12:00:00 AM,Thu,7051,
MOUNTAIN AVENUE N/O EUCLID AVENUE,05/04/2017 12:00:00 AM,Thu,8028,
GREENWOOD AVENUE E/O ROSEMEAD BOULEVARD,05/05/2017 12:00:00 AM,Fri,650,
WESLEYGROVE AVENUE S/O EUCLID AVENUE,05/05/2017 12:00:00 AM,Fri,952,
BACKUS AVENUE N/O DEL MAR BOULEVARD,05/05/2017 12:00:00 AM,Fri,1413,
ARDENDALE AVENUE W/O ENCINITA AVENUE,05/05/2017 12:00:00 AM,Fri,1511,
CHARLOTTE AVENUE S/O LAS TUNAS DRIVE,05/05/2017 12:00:00 AM,Fri,1721,
CHARLOTTE AVENUE S/O LIVE OAK STREET,05/05/2017 12:00:00 AM,Fri,1817,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,05/05/2017 12:00:00 AM,Fri,2119,
BELGREEN DRIVE E/O FAIRPLAIN AVENUE,05/05/2017 12:00:00 AM,Fri,2347,
FAIRPLAIN AVENUE S/O BELGREEN DRIVE,05/05/2017 12:00:00 AM,Fri,2447,
CONCOURSE AVENUE S/O ALLSTON STREET,05/05/2017 12:00:00 AM,Fri,7890,
MOUNTAIN AVENUE N/O EUCLID AVENUE,05/05/2017 12:00:00 AM,Fri,8168,
GREENWOOD AVENUE E/O ROSEMEAD BOULEVARD,05/06/2017 12:00:00 AM,Sat,491,
BACKUS AVENUE N/O DEL MAR BOULEVARD,05/06/2017 12:00:00 AM,Sat,719,
WESLEYGROVE AVENUE S/O EUCLID AVENUE,05/06/2017 12:00:00 AM,Sat,885,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,05/06/2017 12:00:00 AM,Sat,930,
ARDENDALE AVENUE W/O ENCINITA AVENUE,05/06/2017 12:00:00 AM,Sat,1038,
CHARLOTTE AVENUE S/O LAS TUNAS DRIVE,05/06/2017 12:00:00 AM,Sat,1186,
CHARLOTTE AVENUE S/O LIVE OAK STREET,05/06/2017 12:00:00 AM,Sat,1380,
BELGREEN DRIVE E/O FAIRPLAIN AVENUE,05/06/2017 12:00:00 AM,Sat,1522,
FAIRPLAIN AVENUE S/O BELGREEN DRIVE,05/06/2017 12:00:00 AM,Sat,1572,
CONCOURSE AVENUE S/O ALLSTON STREET,05/06/2017 12:00:00 AM,Sat,5458,
MOUNTAIN AVENUE N/O EUCLID AVENUE,05/06/2017 12:00:00 AM,Sat,7082,
GREENWOOD AVENUE E/O ROSEMEAD BOULEVARD,05/07/2017 12:00:00 AM,Sun,424,
BACKUS AVENUE N/O DEL MAR BOULEVARD,05/07/2017 12:00:00 AM,Sun,609,
WESLEYGROVE AVENUE S/O EUCLID AVENUE,05/07/2017 12:00:00 AM,Sun,689,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,05/07/2017 12:00:00 AM,Sun,756,
ARDENDALE AVENUE W/O ENCINITA AVENUE,05/07/2017 12:00:00 AM,Sun,930,
CHARLOTTE AVENUE S/O LAS TUNAS DRIVE,05/07/2017 12:00:00 AM,Sun,963,
CHARLOTTE AVENUE S/O LIVE OAK STREET,05/07/2017 12:00:00 AM,Sun,1054,
BELGREEN DRIVE E/O FAIRPLAIN AVENUE,05/07/2017 12:00:00 AM,Sun,1122,
FAIRPLAIN AVENUE S/O BELGREEN DRIVE,05/07/2017 12:00:00 AM,Sun,1174,
CONCOURSE AVENUE S/O ALLSTON STREET,05/07/2017 12:00:00 AM,Sun,4221,
MOUNTAIN AVENUE N/O EUCLID AVENUE,05/07/2017 12:00:00 AM,Sun,6111,
ACADEMY DRIVE S/O CARTESIAN CIRCLE,05/08/2017 12:00:00 AM,Mon,1899,
